Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Dadra and Nagar Haveli,2005,27.3,27.3,100.0,100.0,0.292,100.0,100.0,100.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2006,29.1,29.2,100.0,100.0,0.304,100.0,100.0,100.0,100.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2007,29.8,29.9,100.0,100.0,0.317,100.0,100.0,100.0,100.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2008,31.4,31.5,100.0,100.0,0.329,100.0,100.0,100.0,100.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2009,31.5,31.5,100.0,100.0,0.342,100.0,100.0,100.0,100.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2010,31.3,31.4,100.0,100.0,0.354,100.0,100.0,100.0,100.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2011,32.2,32.2,100.0,100.0,0.369,100.0,100.0,100.0,100.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2012,32.5,32.7,100.0,100.0,0.383,100.0,100.0,100.0,100.0,99.3,2.1,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2013,32.0,32.1,100.0,100.0,0.398,100.0,100.0,100.0,100.0,97.4,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2014,31.3,31.2,100.0,100.0,0.412,100.0,100.0,100.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2015,31.4,31.3,100.0,100.0,0.426,100.0,100.0,100.0,100.0,90.2,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2016,30.0,29.9,100.0,100.0,0.443,100.0,100.0,100.0,100.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2017,36.2,36.1,100.0,100.0,0.460,100.0,100.0,100.0,100.0,100.0,84.1,0.9,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2018,37.3,37.3,100.0,100.0,0.477,100.0,100.0,100.0,100.0,100.0,99.4,0.6,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2019,33.2,33.1,100.0,100.0,0.494,100.0,100.0,100.0,100.0,100.0,3.3,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2020,32.9,32.6,100.0,100.0,0.510,100.0,100.0,100.0,100.0,99.7,2.9,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2021,33.6,33.5,100.0,100.0,0.510,100.0,100.0,100.0,100.0,100.0,6.9,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2022,31.6,31.6,100.0,100.0,0.510,100.0,100.0,100.0,100.0,97.6,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,1998,26.9,26.7,98.0,97.4,0.094,100.0,100.0,100.0,40.7,33.7,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,1999,27.0,26.9,98.0,97.4,0.094,100.0,100.0,100.0,52.9,32.4,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2000,27.2,27.2,98.0,97.4,0.094,100.0,100.0,100.0,95.9,26.3,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2001,26.9,26.9,97.9,97.4,0.098,100.0,100.0,100.0,97.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2002,27.7,27.7,97.9,97.4,0.102,100.0,100.0,100.0,98.7,20.5,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2003,31.6,31.7,97.9,97.4,0.106,100.0,100.0,100.0,100.0,93.0,15.8,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2004,31.1,31.2,97.9,97.4,0.111,100.0,100.0,100.0,100.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2005,30.4,30.4,97.8,97.4,0.115,100.0,100.0,100.0,100.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2006,31.8,31.8,97.8,97.4,0.120,100.0,100.0,100.0,100.0,97.4,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2007,32.6,32.6,97.8,97.4,0.125,100.0,100.0,100.0,100.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2008,34.9,34.9,97.8,97.4,0.130,100.0,100.0,100.0,100.0,100.0,58.4,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2009,33.4,33.3,97.7,97.4,0.135,100.0,100.0,100.0,100.0,98.4,1.1,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2010,34.0,33.8,97.7,97.4,0.140,100.0,100.0,100.0,100.0,99.5,22.7,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2011,33.8,33.7,97.7,97.4,0.146,100.0,100.0,100.0,100.0,99.5,6.2,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2012,34.5,34.3,97.7,97.4,0.152,100.0,100.0,100.0,100.0,99.5,40.6,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2013,35.0,34.8,97.7,97.4,0.158,100.0,100.0,100.0,100.0,99.5,58.3,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2014,34.8,34.6,97.6,97.4,0.164,100.0,100.0,100.0,100.0,99.5,47.6,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2015,35.9,35.4,97.6,97.4,0.170,100.0,100.0,100.0,100.0,99.5,76.8,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2016,35.2,34.6,97.6,97.4,0.177,100.0,100.0,100.0,99.5,98.7,62.9,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2017,40.8,40.1,97.6,97.4,0.184,100.0,100.0,100.0,100.0,99.6,96.6,76.5,0.0,0.0,0.0,0.0
Daman and Diu,2018,42.2,41.8,97.6,97.4,0.191,100.0,100.0,100.0,100.0,100.0,99.6,92.8,3.7,0.0,0.0,0.0
Daman and Diu,2019,37.5,37.0,97.5,97.4,0.199,100.0,100.0,100.0,100.0,99.6,87.8,5.7,0.0,0.0,0.0,0.0
Daman and Diu,2020,37.6,37.0,97.5,97.4,0.206,100.0,100.0,100.0,100.0,99.6,86.0,4.3,0.0,0.0,0.0,0.0
Daman and Diu,2021,37.6,37.2,97.5,97.4,0.206,100.0,100.0,100.0,100.0,99.6,93.7,4.3,0.0,0.0,0.0,0.0
Daman and Diu,2022,36.0,35.8,97.5,97.4,0.206,100.0,100.0,100.0,100.0,99.6,75.6,0.0,0.0,0.0,0.0,0.0
Goa,1998,21.3,20.4,100.0,99.9,1.374,100.0,100.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,1999,22.2,21.3,100.0,99.9,1.374,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2000,23.9,22.9,100.0,99.9,1.374,100.0,100.0,100.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2001,23.9,23.4,100.0,99.9,1.385,100.0,100.0,100.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2002,26.6,26.4,100.0,99.9,1.397,100.0,100.0,100.0,89.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2003,27.3,27.1,100.0,99.9,1.409,100.0,100.0,100.0,95.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2004,26.2,26.1,100.0,99.9,1.420,100.0,100.0,100.0,86.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2005,27.9,27.8,100.0,99.9,1.432,100.0,100.0,100.0,96.5,9.8,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2006,26.4,26.7,100.0,99.9,1.441,100.0,100.0,100.0,85.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2007,30.5,30.5,100.0,99.9,1.450,100.0,100.0,100.0,100.0,57.2,1.6,0.0,0.0,0.0,0.0,0.0
Goa,2008,31.7,31.4,100.0,99.9,1.459,100.0,100.0,100.0,99.9,82.4,4.0,0.0,0.0,0.0,0.0,0.0
Goa,2009,32.4,32.2,100.0,99.9,1.467,100.0,100.0,100.0,100.0,91.5,7.2,0.0,0.0,0.0,0.0,0.0
Goa,2010,30.1,29.8,100.0,99.9,1.476,100.0,100.0,100.0,99.8,55.8,0.1,0.0,0.0,0.0,0.0,0.0
Goa,2011,30.6,30.0,100.0,99.9,1.482,100.0,100.0,100.0,99.9,69.6,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2012,32.9,32.1,100.0,99.9,1.488,100.0,100.0,100.0,100.0,92.0,16.5,0.0,0.0,0.0,0.0,0.0
Goa,2013,29.6,28.4,100.0,99.9,1.493,100.0,100.0,100.0,95.8,46.2,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2014,35.0,33.9,100.0,99.9,1.499,100.0,100.0,100.0,100.0,96.0,51.6,1.8,0.0,0.0,0.0,0.0
Goa,2015,32.7,31.6,100.0,99.9,1.505,100.0,100.0,100.0,100.0,87.5,18.5,0.0,0.0,0.0,0.0,0.0
Goa,2016,33.0,32.0,100.0,99.9,1.508,100.0,100.0,100.0,100.0,90.9,21.7,0.0,0.0,0.0,0.0,0.0
Goa,2017,35.5,34.5,100.0,99.9,1.512,100.0,100.0,100.0,100.0,98.4,58.0,2.6,0.0,0.0,0.0,0.0
Goa,2018,37.5,36.4,100.0,99.9,1.516,100.0,100.0,100.0,100.0,100.0,86.7,19.0,0.0,0.0,0.0,0.0
Goa,2019,31.6,30.8,100.0,99.9,1.519,100.0,100.0,100.0,99.4,76.0,12.6,0.0,0.0,0.0,0.0,0.0
Goa,2020,35.3,34.5,100.0,99.9,1.523,100.0,100.0,100.0,100.0,96.2,55.0,4.1,0.0,0.0,0.0,0.0
Goa,2021,37.4,36.6,100.0,99.9,1.523,100.0,100.0,100.0,100.0,99.9,84.3,18.4,0.1,0.0,0.0,0.0
Goa,2022,34.6,33.9,100.0,99.9,1.523,100.0,100.0,100.0,100.0,96.1,38.9,1.8,0.0,0.0,0.0,0.0
Gujarat,1998,31.4,31.5,99.8,98.7,51.638,100.0,100.0,100.0,91.3,57.7,27.1,4.4,0.0,0.0,0.0,0.0
Gujarat,1999,31.8,31.6,99.8,98.7,51.638,100.0,100.0,99.9,91.2,59.9,29.5,9.1,0.0,0.0,0.0,0.0
Gujarat,2000,33.2,34.3,99.8,98.7,51.638,100.0,100.0,100.0,94.2,73.2,35.3,10.9,0.8,0.0,0.0,0.0
Gujarat,2001,34.8,36.7,99.8,98.7,52.607,100.0,100.0,100.0,96.5,81.0,45.5,18.9,6.2,1.4,0.1,0.0
Gujarat,2002,36.5,39.2,99.8,98.7,53.576,100.0,100.0,100.0,98.5,87.3,51.8,28.4,9.2,4.6,1.0,0.1
Gujarat,2003,39.7,41.4,99.8,98.7,54.544,100.0,100.0,100.0,100.0,95.9,79.6,39.8,21.7,6.0,0.9,0.1
Gujarat,2004,40.4,42.8,99.8,98.7,55.513,100.0,100.0,100.0,100.0,95.9,79.0,45.2,26.7,7.9,1.7,0.3
Gujarat,2005,38.1,39.2,99.8,98.7,56.481,100.0,100.0,100.0,99.7,92.1,70.9,32.0,11.9,1.3,0.1,0.0
Gujarat,2006,39.7,40.4,99.8,98.7,57.420,100.0,100.0,100.0,99.9,95.0,79.6,45.7,21.6,2.7,0.4,0.0
Gujarat,2007,38.9,39.0,99.8,98.7,58.359,100.0,100.0,100.0,99.9,96.6,76.2,44.1,12.2,0.2,0.0,0.0
Gujarat,2008,42.0,42.6,99.8,98.7,59.298,100.0,100.0,100.0,100.0,99.3,90.1,65.9,29.4,6.0,0.4,0.0
Gujarat,2009,39.9,40.6,99.8,98.7,60.237,100.0,100.0,100.0,100.0,97.8,83.7,49.0,14.9,2.5,0.4,0.0
Gujarat,2010,40.2,40.6,99.8,98.7,61.176,100.0,100.0,100.0,100.0,97.9,83.2,52.9,22.1,1.6,0.1,0.0
Gujarat,2011,40.8,40.7,99.8,98.7,62.061,100.0,100.0,100.0,100.0,98.3,85.8,57.0,22.7,3.5,0.0,0.0
Gujarat,2012,42.8,43.3,99.8,98.7,62.946,100.0,100.0,100.0,100.0,98.9,89.3,71.2,33.2,13.3,0.5,0.0
Gujarat,2013,41.5,42.2,99.8,98.7,63.831,100.0,100.0,100.0,100.0,99.3,91.2,63.5,25.6,4.6,0.2,0.0
Gujarat,2014,42.0,42.1,99.8,98.7,64.716,100.0,100.0,100.0,100.0,98.3,89.1,67.1,29.9,6.3,0.1,0.0
Gujarat,2015,41.5,42.3,99.8,98.7,65.601,100.0,100.0,100.0,100.0,97.9,87.4,63.6,27.6,6.1,0.6,0.1
Gujarat,2016,39.4,39.4,99.8,98.7,66.475,100.0,100.0,100.0,99.9,95.4,78.6,42.0,17.9,3.4,0.1,0.0
Gujarat,2017,45.5,44.6,99.8,98.7,67.349,100.0,100.0,100.0,100.0,99.7,96.1,81.9,52.8,22.8,7.3,0.3
Gujarat,2018,48.2,48.9,99.8,98.7,68.223,100.0,100.0,100.0,100.0,100.0,99.2,89.6,68.8,38.3,15.0,2.2
Gujarat,2019,43.4,43.0,99.8,98.7,69.097,100.0,100.0,100.0,100.0,99.4,93.9,77.6,35.2,9.7,0.3,0.0
Gujarat,2020,41.8,41.0,99.8,98.7,69.971,100.0,100.0,100.0,100.0,99.4,91.6,62.2,26.7,6.7,0.1,0.0
Gujarat,2021,45.0,43.9,99.8,98.7,69.971,100.0,100.0,100.0,100.0,100.0,95.8,84.2,51.8,17.2,1.3,0.0
Gujarat,2022,43.5,43.1,99.8,98.7,69.971,100.0,100.0,100.0,100.0,99.3,94.5,77.4,37.9,11.3,0.5,0.0
Haryana,1998,48.9,46.4,100.0,100.0,21.458,100.0,100.0,100.0,98.6,97.6,96.3,85.5,60.8,40.6,27.6,15.3
Haryana,1999,50.5,48.4,100.0,100.0,21.458,100.0,100.0,100.0,98.7,97.7,96.7,93.8,71.4,49.7,30.9,15.9
Haryana,2000,57.3,54.7,100.0,100.0,21.458,100.0,100.0,100.0,100.0,99.4,97.9,96.8,93.4,75.3,54.4,39.2
Haryana,2001,59.6,57.1,100.0,100.0,21.867,100.0,100.0,100.0,100.0,99.8,98.2,97.2,95.9,83.5,60.4,43.2
Haryana,2002,64.8,62.2,100.0,100.0,22.276,100.0,100.0,100.0,100.0,100.0,98.4,97.4,96.2,94.0,82.0,62.3
Haryana,2003,70.9,67.8,100.0,100.0,22.685,100.0,100.0,100.0,100.0,100.0,99.6,98.0,96.7,95.2,90.5,77.8
Haryana,2004,69.6,66.6,100.0,100.0,23.094,100.0,100.0,100.0,100.0,100.0,99.8,98.3,97.4,96.3,93.8,81.2
Haryana,2005,65.3,62.5,100.0,100.0,23.503,100.0,100.0,100.0,100.0,100.0,98.6,97.2,95.9,93.6,81.4,67.1
Haryana,2006,64.3,62.2,100.0,100.0,23.906,100.0,100.0,100.0,100.0,100.0,99.2,97.9,96.6,95.2,88.8,66.7
Haryana,2007,68.7,66.2,100.0,100.0,24.310,100.0,100.0,100.0,100.0,100.0,99.5,98.1,96.9,95.5,92.3,79.7
Haryana,2008,75.5,71.6,100.0,100.0,24.714,100.0,100.0,100.0,100.0,100.0,100.0,99.2,98.2,97.4,95.6,88.7
Haryana,2009,70.8,67.9,100.0,100.0,25.117,100.0,100.0,100.0,100.0,100.0,99.7,98.4,97.6,96.5,95.1,88.0
Haryana,2010,83.1,78.9,100.0,100.0,25.521,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.5,97.5,96.5,95.2
Haryana,2011,84.2,79.1,100.0,100.0,25.912,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.5,97.9,97.0,95.1
Haryana,2012,76.0,72.2,100.0,100.0,26.303,100.0,100.0,100.0,100.0,100.0,100.0,99.3,98.4,97.5,96.2,91.7
Haryana,2013,75.0,71.1,100.0,100.0,26.694,100.0,100.0,100.0,100.0,100.0,100.0,99.3,98.4,97.7,96.2,90.4
Haryana,2014,73.1,69.7,100.0,100.0,27.085,100.0,100.0,100.0,100.0,100.0,100.0,99.4,98.5,97.6,96.0,89.5
Haryana,2015,75.6,71.9,100.0,100.0,27.477,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.9,98.2,97.4,95.3
Haryana,2016,86.5,81.1,100.0,100.0,27.876,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.0,98.2,96.6
Haryana,2017,84.5,79.9,100.0,100.0,28.276,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,98.2,97.2,96.3
Haryana,2018,80.8,76.0,100.0,100.0,28.676,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,98.2,97.3,95.9
Haryana,2019,75.7,71.4,100.0,100.0,29.076,100.0,100.0,100.0,100.0,100.0,100.0,99.4,98.4,97.4,96.1,91.3
Haryana,2020,73.8,70.0,100.0,100.0,29.476,100.0,100.0,100.0,100.0,100.0,100.0,99.3,98.4,97.6,95.8,90.5
Haryana,2021,78.7,75.0,100.0,100.0,29.476,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.9,98.1,97.0,95.7
Haryana,2022,72.8,69.4,100.0,100.0,29.476,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.6,97.6,96.0,91.0
Himachal Pradesh,1998,19.4,16.7,100.0,100.0,6.309,100.0,99.8,98.0,5.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,1999,19.3,17.3,100.0,100.0,6.309,100.0,100.0,99.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2000,26.1,24.4,100.0,100.0,6.309,100.0,100.0,99.9,60.1,15.7,2.7,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2001,27.2,25.0,100.0,100.0,6.397,100.0,100.0,99.9,71.5,19.4,3.2,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2002,28.1,25.4,100.0,100.0,6.484,100.0,100.0,100.0,73.7,31.3,5.7,0.7,0.0,0.0,0.0,0.0
Himachal Pradesh,2003,28.8,25.9,100.0,100.0,6.571,100.0,100.0,100.0,77.0,36.8,9.7,2.4,0.0,0.0,0.0,0.0
Himachal Pradesh,2004,28.7,26.2,100.0,100.0,6.658,100.0,100.0,100.0,74.2,34.1,10.8,2.6,0.1,0.0,0.0,0.0
Himachal Pradesh,2005,25.5,23.0,100.0,100.0,6.746,100.0,100.0,99.9,42.5,18.3,5.1,1.3,0.0,0.0,0.0,0.0
Himachal Pradesh,2006,25.3,21.9,100.0,100.0,6.824,100.0,100.0,99.8,39.1,17.3,5.9,0.6,0.0,0.0,0.0,0.0
Himachal Pradesh,2007,26.9,24.4,100.0,100.0,6.902,100.0,100.0,99.9,56.9,20.8,8.4,1.9,0.0,0.0,0.0,0.0
Himachal Pradesh,2008,28.2,24.9,100.0,100.0,6.980,100.0,100.0,99.9,67.2,27.7,14.6,5.8,1.5,0.0,0.0,0.0
Himachal Pradesh,2009,27.3,25.4,100.0,100.0,7.058,100.0,100.0,100.0,61.3,24.9,10.5,3.1,0.3,0.0,0.0,0.0
Himachal Pradesh,2010,29.7,26.0,100.0,100.0,7.135,100.0,100.0,100.0,84.3,34.7,16.8,7.6,1.6,0.0,0.0,0.0
Himachal Pradesh,2011,29.4,26.0,100.0,100.0,7.202,100.0,100.0,100.0,79.3,32.0,16.3,7.6,2.1,0.0,0.0,0.0
Himachal Pradesh,2012,29.1,26.9,100.0,100.0,7.268,100.0,100.0,100.0,81.5,30.7,14.8,5.3,0.9,0.0,0.0,0.0
Himachal Pradesh,2013,29.7,27.3,100.0,100.0,7.334,100.0,100.0,100.0,93.9,31.4,15.2,5.6,0.6,0.0,0.0,0.0
Himachal Pradesh,2014,29.5,27.5,100.0,100.0,7.400,100.0,100.0,100.0,90.7,33.8,13.6,4.5,0.7,0.0,0.0,0.0
Himachal Pradesh,2015,30.1,27.1,100.0,100.0,7.466,100.0,100.0,100.0,94.3,33.1,17.1,8.0,2.7,0.6,0.0,0.0
Himachal Pradesh,2016,34.8,31.1,100.0,100.0,7.525,100.0,100.0,100.0,99.8,78.3,34.7,19.7,10.9,4.1,0.5,0.0
Himachal Pradesh,2017,31.3,28.3,100.0,100.0,7.584,100.0,100.0,100.0,93.4,46.4,21.8,11.3,3.8,0.2,0.0,0.0
Himachal Pradesh,2018,32.8,29.3,100.0,100.0,7.644,100.0,100.0,100.0,99.3,58.3,26.2,14.6,6.2,0.9,0.0,0.0
Himachal Pradesh,2019,28.6,24.7,100.0,100.0,7.703,100.0,100.0,99.9,80.2,26.1,14.2,4.8,0.2,0.0,0.0,0.0
Himachal Pradesh,2020,28.4,24.6,100.0,100.0,7.762,100.0,100.0,99.9,67.0,26.7,15.6,6.6,0.9,0.0,0.0,0.0
Himachal Pradesh,2021,33.3,30.0,100.0,100.0,7.762,100.0,100.0,100.0,99.7,70.3,26.9,14.0,5.3,0.4,0.0,0.0
Himachal Pradesh,2022,28.9,25.1,100.0,100.0,7.762,100.0,100.0,100.0,79.0,27.8,16.3,6.1,1.0,0.0,0.0,0.0
Jammu and Kashmir,1998,19.6,11.1,100.0,100.0,10.289,99.4,98.2,91.3,10.0,3.6,0.9,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,1999,19.2,11.6,100.0,100.0,10.289,99.8,98.3,88.2,9.0,3.1,0.2,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,2000,24.1,14.5,100.0,100.0,10.289,100.0,98.8,97.9,43.4,9.7,1.9,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,2001,26.3,15.5,100.0,100.0,10.523,99.7,99.0,98.2,60.9,21.5,4.0,0.4,0.0,0.0,0.0,0.0
Jammu and Kashmir,2002,26.0,15.9,100.0,100.0,10.756,99.9,99.1,98.4,57.5,20.4,4.3,0.5,0.0,0.0,0.0,0.0
Jammu and Kashmir,2003,24.6,14.6,100.0,100.0,10.990,99.7,99.0,98.1,44.5,15.1,2.7,0.3,0.0,0.0,0.0,0.0
Jammu and Kashmir,2004,24.4,14.5,100.0,100.0,11.224,99.6,99.0,98.2,40.4,13.6,3.7,0.7,0.0,0.0,0.0,0.0
Jammu and Kashmir,2005,22.7,13.5,100.0,100.0,11.458,99.6,98.9,98.0,26.6,10.5,4.0,1.1,0.0,0.0,0.0,0.0
Jammu and Kashmir,2006,23.8,13.0,100.0,100.0,11.693,99.4,98.7,97.7,30.6,10.8,3.8,0.7,0.0,0.0,0.0,0.0
Jammu and Kashmir,2007,25.9,14.6,100.0,100.0,11.928,99.6,98.9,98.1,48.2,20.5,8.3,3.4,1.0,0.0,0.0,0.0
Jammu and Kashmir,2008,26.3,14.6,100.0,100.0,12.162,99.6,98.9,98.1,49.6,21.0,9.4,3.4,0.9,0.0,0.0,0.0
Jammu and Kashmir,2009,23.4,14.4,100.0,100.0,12.397,99.7,99.1,98.1,28.9,11.2,5.0,1.6,0.0,0.0,0.0,0.0
Jammu and Kashmir,2010,25.9,15.0,100.0,100.0,12.632,99.7,99.0,98.1,51.8,20.6,8.0,3.2,0.8,0.0,0.0,0.0
Jammu and Kashmir,2011,25.9,15.1,100.0,100.0,12.863,99.7,99.1,98.3,50.2,14.9,7.9,3.2,0.6,0.0,0.0,0.0
Jammu and Kashmir,2012,26.1,16.0,100.0,100.0,13.094,99.8,99.3,98.4,52.9,17.9,7.8,3.3,1.3,0.0,0.0,0.0
Jammu and Kashmir,2013,25.3,15.5,100.0,100.0,13.324,99.8,99.2,98.4,45.1,14.6,7.4,3.5,1.2,0.0,0.0,0.0
Jammu and Kashmir,2014,26.4,15.9,100.0,100.0,13.555,99.8,99.2,98.5,52.4,17.3,9.6,4.7,1.6,0.0,0.0,0.0
Jammu and Kashmir,2015,24.9,15.0,100.0,100.0,13.786,99.8,99.2,98.2,42.6,15.1,8.5,3.4,0.5,0.0,0.0,0.0
Jammu and Kashmir,2016,29.4,17.7,100.0,100.0,14.020,99.9,99.4,98.7,78.0,35.9,14.6,7.8,3.3,1.1,0.0,0.0
Jammu and Kashmir,2017,27.3,16.4,100.0,100.0,14.255,99.9,99.3,98.4,63.5,28.8,9.4,4.3,1.9,0.0,0.0,0.0
Jammu and Kashmir,2018,27.9,16.8,100.0,100.0,14.489,99.9,99.3,98.5,64.6,29.7,11.3,6.8,3.2,1.2,0.0,0.0
Jammu and Kashmir,2019,23.8,13.8,100.0,100.0,14.724,99.6,98.9,98.0,37.2,10.4,5.8,2.8,0.9,0.0,0.0,0.0
Jammu and Kashmir,2020,24.7,14.1,100.0,100.0,14.959,99.7,99.0,97.8,39.8,13.8,6.0,2.7,0.8,0.0,0.0,0.0
Jammu and Kashmir,2021,28.3,16.4,100.0,100.0,14.959,99.8,99.2,98.4,71.0,30.3,10.3,6.1,3.1,1.2,0.0,0.0
Jammu and Kashmir,2022,23.8,13.9,100.0,100.0,14.959,99.7,99.0,97.3,34.4,12.9,7.9,3.9,1.8,0.7,0.0,0.0
Jharkhand,1998,31.9,29.6,100.0,100.0,27.804,100.0,100.0,99.9,86.7,63.5,28.3,11.4,0.1,0.0,0.0,0.0
Jharkhand,1999,33.1,31.0,100.0,100.0,27.804,100.0,100.0,100.0,92.1,70.6,36.8,14.4,0.3,0.0,0.0,0.0
Jharkhand,2000,35.6,33.4,100.0,100.0,27.804,100.0,100.0,100.0,98.8,81.9,54.5,25.0,2.5,0.0,0.0,0.0
Jharkhand,2001,41.4,39.3,100.0,100.0,28.408,100.0,100.0,100.0,100.0,99.2,90.5,57.9,27.0,3.4,0.0,0.0
Jharkhand,2002,43.1,41.1,100.0,100.0,29.011,100.0,100.0,100.0,100.0,99.7,94.5,72.4,33.5,13.1,0.0,0.0
Jharkhand,2003,44.0,42.4,100.0,100.0,29.614,100.0,100.0,100.0,100.0,99.8,98.2,76.8,38.2,16.1,1.3,0.0
Jharkhand,2004,46.3,44.3,100.0,100.0,30.218,100.0,100.0,100.0,100.0,99.8,99.0,88.2,56.2,25.3,9.1,0.0
Jharkhand,2005,42.7,40.9,100.0,100.0,30.821,100.0,100.0,100.0,100.0,99.5,91.6,64.1,36.7,13.2,0.5,0.0
Jharkhand,2006,47.4,44.8,100.0,100.0,31.418,100.0,100.0,100.0,100.0,99.6,97.6,82.8,63.8,37.5,16.1,1.6
Jharkhand,2007,49.8,47.7,100.0,100.0,32.015,100.0,100.0,100.0,100.0,99.9,99.5,94.3,73.6,43.8,26.4,7.9
Jharkhand,2008,57.6,55.0,100.0,100.0,32.612,100.0,100.0,100.0,100.0,100.0,99.8,99.4,96.8,83.0,59.2,37.6
Jharkhand,2009,54.2,51.2,100.0,100.0,33.209,100.0,100.0,100.0,100.0,99.9,99.6,97.6,84.3,67.1,45.6,27.4
Jharkhand,2010,49.5,46.9,100.0,100.0,33.805,100.0,100.0,100.0,100.0,99.8,99.2,94.1,68.8,43.1,27.1,9.1
Jharkhand,2011,59.4,56.7,100.0,100.0,34.380,100.0,100.0,100.0,100.0,100.0,100.0,99.6,97.5,88.7,70.6,44.4
Jharkhand,2012,53.5,50.8,100.0,100.0,34.954,100.0,100.0,100.0,100.0,100.0,99.6,98.2,85.3,58.9,40.9,27.2
